bit,he3db_ms,ethmsb_ms,speedup
8,88.8502,56.7724,1.56502
9,136.741,131.193,1.04229
10,388.736,309.255,1.25701
11,397.341,309.129,1.28536
12,410.652,333.377,1.23179
13,421.582,323.544,1.30301
14,499.948,254.925,1.96115
15,401.846,258.052,1.55723
16,389.842,254,1.53481
